city,timestamp,station_name,line,station_type,hour,day_of_week,is_weekend,weather,event_nearby,entries,exits,crowding_index,crowding_label
Mumbai,2024-07-09 05:00:00,Versova,Line 1,Mixed/Retail,5,1,0,Rainy,0,19,0,0.016,Low
Bengaluru,2024-07-09 06:00:00,Majestic,Purple Line,Transit Hub,6,1,0,Rainy,0,76,79,0.067,Low
Chennai,2024-07-09 06:00:00,Chennai Central,Blue Line,Commercial,6,1,0,Rainy,0,81,66,0.103,Low
Delhi,2024-07-09 06:00:00,Adarsh Nagar,Yellow Line,Residential,6,1,0,Rainy,0,60,72,0.102,Low
Hyderabad,2024-07-09 06:00:00,Miyapur,Red Line,Residential,6,1,0,Rainy,0,79,52,0.112,Low
Kolkata,2024-07-09 06:00:00,Salt Lake Sector V,Green Line,Commercial,6,1,0,Rainy,0,89,66,0.081,Low
Mumbai,2024-07-09 06:00:00,Versova,Line 1,Mixed/Retail,6,1,0,Rainy,0,70,29,0.068,Low
Bengaluru,2024-07-09 07:00:00,Majestic,Purple Line,Transit Hub,7,1,0,Rainy,0,133,122,0.094,Low
Chennai,2024-07-09 07:00:00,Chennai Central,Blue Line,Commercial,7,1,0,Rainy,0,70,64,0.093,Low
Delhi,2024-07-09 07:00:00,Adarsh Nagar,Yellow Line,Residential,7,1,0,Rainy,0,97,121,0.098,Low
Hyderabad,2024-07-09 07:00:00,Miyapur,Red Line,Residential,7,1,0,Rainy,0,44,38,0.063,Low
Kolkata,2024-07-09 07:00:00,Salt Lake Sector V,Green Line,Commercial,7,1,0,Rainy,0,52,74,0.074,Low
Mumbai,2024-07-09 07:00:00,Versova,Line 1,Mixed/Retail,7,1,0,Rainy,0,56,96,0.09,Low
Bengaluru,2024-07-09 08:00:00,Majestic,Purple Line,Transit Hub,8,1,0,Rainy,0,1232,1027,0.897,Critically Overcrowded
Chennai,2024-07-09 08:00:00,Chennai Central,Blue Line,Commercial,8,1,0,Rainy,0,274,939,0.752,Crowded
Delhi,2024-07-09 08:00:00,Adarsh Nagar,Yellow Line,Residential,8,1,0,Rainy,0,887,232,0.609,Crowded
Hyderabad,2024-07-09 08:00:00,Miyapur,Red Line,Residential,8,1,0,Rainy,0,627,145,0.57,Normal
Kolkata,2024-07-09 08:00:00,Salt Lake Sector V,Green Line,Commercial,8,1,0,Rainy,0,234,759,0.706,Crowded
Mumbai,2024-07-09 08:00:00,Versova,Line 1,Mixed/Retail,8,1,0,Rainy,0,411,491,0.811,Crowded
Bengaluru,2024-07-09 09:00:00,Majestic,Purple Line,Transit Hub,9,1,0,Rainy,0,813,889,0.83,Crowded
Chennai,2024-07-09 09:00:00,Chennai Central,Blue Line,Commercial,9,1,0,Rainy,0,195,884,0.733,Crowded
Delhi,2024-07-09 09:00:00,Adarsh Nagar,Yellow Line,Residential,9,1,0,Rainy,0,803,252,0.577,Normal
Hyderabad,2024-07-09 09:00:00,Miyapur,Red Line,Residential,9,1,0,Rainy,0,419,112,0.622,Crowded
Kolkata,2024-07-09 09:00:00,Salt Lake Sector V,Green Line,Commercial,9,1,0,Rainy,0,261,738,0.649,Crowded
Mumbai,2024-07-09 09:00:00,Versova,Line 1,Mixed/Retail,9,1,0,Rainy,0,573,486,0.774,Crowded
Bengaluru,2024-07-09 10:00:00,Majestic,Purple Line,Transit Hub,10,1,0,Rainy,0,971,814,0.69,Crowded
Chennai,2024-07-09 10:00:00,Chennai Central,Blue Line,Commercial,10,1,0,Rainy,0,215,665,0.651,Crowded
Delhi,2024-07-09 10:00:00,Adarsh Nagar,Yellow Line,Residential,10,1,0,Rainy,0,957,274,0.639,Crowded
Hyderabad,2024-07-09 10:00:00,Miyapur,Red Line,Residential,10,1,0,Rainy,0,689,165,0.646,Crowded
Kolkata,2024-07-09 10:00:00,Salt Lake Sector V,Green Line,Commercial,10,1,0,Rainy,0,168,658,0.592,Normal
Mumbai,2024-07-09 10:00:00,Versova,Line 1,Mixed/Retail,10,1,0,Rainy,0,430,391,0.889,Critically Overcrowded
Bengaluru,2024-07-09 11:00:00,Majestic,Purple Line,Transit Hub,11,1,0,Sunny,0,831,743,0.548,Normal
Chennai,2024-07-09 11:00:00,Chennai Central,Blue Line,Commercial,11,1,0,Sunny,0,368,310,0.51,Normal
Delhi,2024-07-09 11:00:00,Adarsh Nagar,Yellow Line,Residential,11,1,0,Sunny,0,325,300,0.476,Normal
Hyderabad,2024-07-09 11:00:00,Miyapur,Red Line,Residential,11,1,0,Sunny,0,347,393,0.496,Normal
Kolkata,2024-07-09 11:00:00,Salt Lake Sector V,Green Line,Commercial,11,1,0,Sunny,0,658,580,0.565,Normal
Mumbai,2024-07-09 11:00:00,Versova,Line 1,Mixed/Retail,11,1,0,Sunny,0,223,320,0.513,Normal
Bengaluru,2024-07-09 12:00:00,Majestic,Purple Line,Transit Hub,12,1,0,Overcast,0,590,530,0.547,Normal
Chennai,2024-07-09 12:00:00,Chennai Central,Blue Line,Commercial,12,1,0,Overcast,0,576,566,0.534,Normal
Delhi,2024-07-09 12:00:00,Adarsh Nagar,Yellow Line,Residential,12,1,0,Overcast,0,547,725,0.535,Normal
Hyderabad,2024-07-09 12:00:00,Miyapur,Red Line,Residential,12,1,0,Overcast,0,381,399,0.555,Normal
Kolkata,2024-07-09 12:00:00,Salt Lake Sector V,Green Line,Commercial,12,1,0,Overcast,0,545,426,0.501,Normal
Mumbai,2024-07-09 12:00:00,Versova,Line 1,Mixed/Retail,12,1,0,Overcast,0,280,251,0.494,Normal
Bengaluru,2024-07-09 13:00:00,Majestic,Purple Line,Transit Hub,13,1,0,Rainy,0,444,555,0.437,Normal
Chennai,2024-07-09 13:00:00,Chennai Central,Blue Line,Commercial,13,1,0,Rainy,0,322,433,0.425,Normal
Delhi,2024-07-09 13:00:00,Adarsh Nagar,Yellow Line,Residential,13,1,0,Rainy,0,510,443,0.443,Normal
Hyderabad,2024-07-09 13:00:00,Miyapur,Red Line,Residential,13,1,0,Rainy,0,299,328,0.438,Normal
Kolkata,2024-07-09 13:00:00,Salt Lake Sector V,Green Line,Commercial,13,1,0,Rainy,0,431,415,0.464,Normal
Mumbai,2024-07-09 13:00:00,Versova,Line 1,Mixed/Retail,13,1,0,Rainy,0,274,316,0.437,Normal
Bengaluru,2024-07-09 14:00:00,Majestic,Purple Line,Transit Hub,14,1,0,Overcast,0,514,486,0.604,Crowded
Chennai,2024-07-09 14:00:00,Chennai Central,Blue Line,Commercial,14,1,0,Overcast,0,347,393,0.554,Normal
Delhi,2024-07-09 14:00:00,Adarsh Nagar,Yellow Line,Residential,14,1,0,Overcast,0,496,482,0.579,Normal
Hyderabad,2024-07-09 14:00:00,Miyapur,Red Line,Residential,14,1,0,Overcast,0,323,295,0.524,Normal
Kolkata,2024-07-09 14:00:00,Salt Lake Sector V,Green Line,Commercial,14,1,0,Overcast,0,395,370,0.462,Normal
Mumbai,2024-07-09 14:00:00,Versova,Line 1,Mixed/Retail,14,1,0,Overcast,0,261,290,0.454,Normal
Bengaluru,2024-07-09 15:00:00,Majestic,Purple Line,Transit Hub,15,1,0,Rainy,0,453,593,0.487,Normal
Chennai,2024-07-09 15:00:00,Chennai Central,Blue Line,Commercial,15,1,0,Rainy,0,445,429,0.474,Normal
Delhi,2024-07-09 15:00:00,Adarsh Nagar,Yellow Line,Residential,15,1,0,Rainy,0,526,504,0.493,Normal
Hyderabad,2024-07-09 15:00:00,Miyapur,Red Line,Residential,15,1,0,Rainy,0,360,352,0.488,Normal
Kolkata,2024-07-09 15:00:00,Salt Lake Sector V,Green Line,Commercial,15,1,0,Rainy,0,317,256,0.408,Normal
Mumbai,2024-07-09 15:00:00,Versova,Line 1,Mixed/Retail,15,1,0,Rainy,0,288,216,0.469,Normal
Bengaluru,2024-07-09 16:00:00,Majestic,Purple Line,Transit Hub,16,1,0,Rainy,0,530,504,0.389,Normal
Chennai,2024-07-09 16:00:00,Chennai Central,Blue Line,Commercial,16,1,0,Rainy,0,340,425,0.424,Normal
Delhi,2024-07-09 16:00:00,Adarsh Nagar,Yellow Line,Residential,16,1,0,Rainy,0,331,314,0.48,Normal
Hyderabad,2024-07-09 16:00:00,Miyapur,Red Line,Residential,16,1,0,Rainy,0,242,359,0.47,Normal
Kolkata,2024-07-09 16:00:00,Salt Lake Sector V,Green Line,Commercial,16,1,0,Rainy,0,274,314,0.45,Normal
Mumbai,2024-07-09 16:00:00,Versova,Line 1,Mixed/Retail,16,1,0,Rainy,0,189,218,0.442,Normal
Bengaluru,2024-07-09 17:00:00,Majestic,Purple Line,Transit Hub,17,1,0,Overcast,0,1279,1207,0.909,Critically Overcrowded
Chennai,2024-07-09 17:00:00,Chennai Central,Blue Line,Commercial,17,1,0,Overcast,0,651,217,0.678,Crowded
Delhi,2024-07-09 17:00:00,Adarsh Nagar,Yellow Line,Residential,17,1,0,Overcast,0,304,1254,0.676,Crowded
Hyderabad,2024-07-09 17:00:00,Miyapur,Red Line,Residential,17,1,0,Overcast,0,138,729,0.827,Crowded
Kolkata,2024-07-09 17:00:00,Salt Lake Sector V,Green Line,Commercial,17,1,0,Overcast,0,927,234,0.608,Crowded
Mumbai,2024-07-09 17:00:00,Versova,Line 1,Mixed/Retail,17,1,0,Overcast,0,816,738,1.0,Critically Overcrowded
Bengaluru,2024-07-09 18:00:00,Majestic,Purple Line,Transit Hub,18,1,0,Rainy,0,1178,902,0.857,Critically Overcrowded
Chennai,2024-07-09 18:00:00,Chennai Central,Blue Line,Commercial,18,1,0,Rainy,0,719,176,0.563,Normal
Delhi,2024-07-09 18:00:00,Adarsh Nagar,Yellow Line,Residential,18,1,0,Rainy,0,294,1203,0.685,Crowded
Hyderabad,2024-07-09 18:00:00,Miyapur,Red Line,Residential,18,1,0,Rainy,0,299,890,0.766,Crowded
Kolkata,2024-07-09 18:00:00,Salt Lake Sector V,Green Line,Commercial,18,1,0,Rainy,0,1126,234,0.679,Crowded
Mumbai,2024-07-09 18:00:00,Versova,Line 1,Mixed/Retail,18,1,0,Rainy,0,525,466,0.903,Critically Overcrowded
Bengaluru,2024-07-09 19:00:00,Majestic,Purple Line,Transit Hub,19,1,0,Sunny,0,936,1083,1.0,Critically Overcrowded
Chennai,2024-07-09 19:00:00,Chennai Central,Blue Line,Commercial,19,1,0,Sunny,0,779,237,0.78,Crowded
Delhi,2024-07-09 19:00:00,Adarsh Nagar,Yellow Line,Residential,19,1,0,Sunny,0,346,1436,0.789,Crowded
Hyderabad,2024-07-09 19:00:00,Miyapur,Red Line,Residential,19,1,0,Sunny,0,154,1008,0.743,Crowded
Kolkata,2024-07-09 19:00:00,Salt Lake Sector V,Green Line,Commercial,19,1,0,Sunny,0,1067,220,0.8,Crowded
Mumbai,2024-07-09 19:00:00,Versova,Line 1,Mixed/Retail,19,1,0,Sunny,0,699,736,1.0,Critically Overcrowded
Bengaluru,2024-07-09 20:00:00,Majestic,Purple Line,Transit Hub,20,1,0,Rainy,0,131,200,0.17,Low
Chennai,2024-07-09 20:00:00,Chennai Central,Blue Line,Commercial,20,1,0,Rainy,0,155,384,0.254,Low
Delhi,2024-07-09 20:00:00,Adarsh Nagar,Yellow Line,Residential,20,1,0,Rainy,0,215,263,0.221,Low
Hyderabad,2024-07-09 20:00:00,Miyapur,Red Line,Residential,20,1,0,Rainy,0,54,158,0.23,Low
Kolkata,2024-07-09 20:00:00,Salt Lake Sector V,Green Line,Commercial,20,1,0,Rainy,0,132,181,0.186,Low
Mumbai,2024-07-09 20:00:00,Versova,Line 1,Mixed/Retail,20,1,0,Rainy,0,71,310,0.237,Low
Bengaluru,2024-07-09 21:00:00,Majestic,Purple Line,Transit Hub,21,1,0,Overcast,0,124,222,0.206,Low
Chennai,2024-07-09 21:00:00,Chennai Central,Blue Line,Commercial,21,1,0,Overcast,0,199,256,0.265,Low
Delhi,2024-07-09 21:00:00,Adarsh Nagar,Yellow Line,Residential,21,1,0,Overcast,0,103,357,0.239,Low
Hyderabad,2024-07-09 21:00:00,Miyapur,Red Line,Residential,21,1,0,Overcast,0,80,346,0.313,Normal
Kolkata,2024-07-09 21:00:00,Salt Lake Sector V,Green Line,Commercial,21,1,0,Overcast,0,119,464,0.298,Low
Mumbai,2024-07-09 21:00:00,Versova,Line 1,Mixed/Retail,21,1,0,Overcast,0,129,145,0.275,Low
Bengaluru,2024-07-09 22:00:00,Majestic,Purple Line,Transit Hub,22,1,0,Overcast,0,161,511,0.345,Normal
Chennai,2024-07-09 22:00:00,Chennai Central,Blue Line,Commercial,22,1,0,Overcast,0,208,303,0.309,Normal
Delhi,2024-07-09 22:00:00,Adarsh Nagar,Yellow Line,Residential,22,1,0,Overcast,0,103,222,0.221,Low
Hyderabad,2024-07-09 22:00:00,Miyapur,Red Line,Residential,22,1,0,Overcast,0,79,217,0.24,Low
Kolkata,2024-07-09 22:00:00,Salt Lake Sector V,Green Line,Commercial,22,1,0,Overcast,0,122,261,0.315,Normal
Mumbai,2024-07-09 22:00:00,Versova,Line 1,Mixed/Retail,22,1,0,Overcast,0,163,377,0.351,Normal
Bengaluru,2024-07-09 23:00:00,Majestic,Purple Line,Transit Hub,23,1,0,Stormy,0,130,351,0.164,Low
Chennai,2024-07-09 23:00:00,Chennai Central,Blue Line,Commercial,23,1,0,Stormy,0,144,182,0.224,Low
Delhi,2024-07-09 23:00:00,Adarsh Nagar,Yellow Line,Residential,23,1,0,Stormy,0,132,115,0.155,Low
Hyderabad,2024-07-09 23:00:00,Miyapur,Red Line,Residential,23,1,0,Stormy,0,74,148,0.144,Low
Kolkata,2024-07-09 23:00:00,Salt Lake Sector V,Green Line,Commercial,23,1,0,Stormy,0,50,143,0.123,Low
Mumbai,2024-07-09 23:00:00,Versova,Line 1,Mixed/Retail,23,1,0,Stormy,0,56,102,0.167,Low
Bengaluru,2024-07-10 00:00:00,Majestic,Purple Line,Transit Hub,0,2,0,Rainy,0,13,20,0.013,Low
Chennai,2024-07-10 00:00:00,Chennai Central,Blue Line,Commercial,0,2,0,Rainy,0,6,23,0.019,Low
Delhi,2024-07-10 00:00:00,Adarsh Nagar,Yellow Line,Residential,0,2,0,Rainy,0,26,3,0.015,Low
Hyderabad,2024-07-10 00:00:00,Miyapur,Red Line,Residential,0,2,0,Rainy,0,14,31,0.047,Low
Kolkata,2024-07-10 00:00:00,Salt Lake Sector V,Green Line,Commercial,0,2,0,Rainy,0,0,40,0.02,Low
Mumbai,2024-07-10 00:00:00,Versova,Line 1,Mixed/Retail,0,2,0,Rainy,0,0,0,0.0,Low
Bengaluru,2024-07-10 01:00:00,Majestic,Purple Line,Transit Hub,1,2,0,Overcast,0,50,22,0.031,Low
Chennai,2024-07-10 01:00:00,Chennai Central,Blue Line,Commercial,1,2,0,Overcast,0,60,0,0.03,Low
Delhi,2024-07-10 01:00:00,Adarsh Nagar,Yellow Line,Residential,1,2,0,Overcast,0,12,8,0.014,Low
Hyderabad,2024-07-10 01:00:00,Miyapur,Red Line,Residential,1,2,0,Overcast,0,10,16,0.017,Low
Kolkata,2024-07-10 01:00:00,Salt Lake Sector V,Green Line,Commercial,1,2,0,Overcast,0,11,24,0.023,Low
Mumbai,2024-07-10 01:00:00,Versova,Line 1,Mixed/Retail,1,2,0,Overcast,0,26,20,0.028,Low
Bengaluru,2024-07-10 02:00:00,Majestic,Purple Line,Transit Hub,2,2,0,Overcast,0,35,38,0.031,Low
Chennai,2024-07-10 02:00:00,Chennai Central,Blue Line,Commercial,2,2,0,Overcast,0,18,13,0.024,Low
Delhi,2024-07-10 02:00:00,Adarsh Nagar,Yellow Line,Residential,2,2,0,Overcast,0,0,56,0.025,Low
Hyderabad,2024-07-10 02:00:00,Miyapur,Red Line,Residential,2,2,0,Overcast,0,13,25,0.024,Low
Kolkata,2024-07-10 02:00:00,Salt Lake Sector V,Green Line,Commercial,2,2,0,Overcast,0,12,0,0.01,Low
Mumbai,2024-07-10 02:00:00,Versova,Line 1,Mixed/Retail,2,2,0,Overcast,0,35,27,0.038,Low
Bengaluru,2024-07-10 03:00:00,Majestic,Purple Line,Transit Hub,3,2,0,Sunny,0,8,16,0.012,Low
Chennai,2024-07-10 03:00:00,Chennai Central,Blue Line,Commercial,3,2,0,Sunny,0,2,49,0.028,Low
Delhi,2024-07-10 03:00:00,Adarsh Nagar,Yellow Line,Residential,3,2,0,Sunny,0,0,16,0.012,Low
Hyderabad,2024-07-10 03:00:00,Miyapur,Red Line,Residential,3,2,0,Sunny,0,19,51,0.049,Low
Kolkata,2024-07-10 03:00:00,Salt Lake Sector V,Green Line,Commercial,3,2,0,Sunny,0,17,28,0.035,Low
Mumbai,2024-07-10 03:00:00,Versova,Line 1,Mixed/Retail,3,2,0,Sunny,0,18,15,0.018,Low
Bengaluru,2024-07-10 04:00:00,Majestic,Purple Line,Transit Hub,4,2,0,Rainy,0,8,16,0.014,Low
Chennai,2024-07-10 04:00:00,Chennai Central,Blue Line,Commercial,4,2,0,Rainy,0,25,17,0.022,Low
Delhi,2024-07-10 04:00:00,Adarsh Nagar,Yellow Line,Residential,4,2,0,Rainy,0,8,6,0.011,Low
Hyderabad,2024-07-10 04:00:00,Miyapur,Red Line,Residential,4,2,0,Rainy,0,0,18,0.013,Low
Kolkata,2024-07-10 04:00:00,Salt Lake Sector V,Green Line,Commercial,4,2,0,Rainy,0,0,34,0.019,Low
Mumbai,2024-07-10 04:00:00,Versova,Line 1,Mixed/Retail,4,2,0,Rainy,0,22,23,0.041,Low
Bengaluru,2024-07-10 05:00:00,Majestic,Purple Line,Transit Hub,5,2,0,Rainy,0,39,33,0.025,Low
Chennai,2024-07-10 05:00:00,Chennai Central,Blue Line,Commercial,5,2,0,Rainy,0,23,2,0.014,Low
Delhi,2024-07-10 05:00:00,Adarsh Nagar,Yellow Line,Residential,5,2,0,Rainy,0,6,5,0.008,Low
Hyderabad,2024-07-10 05:00:00,Miyapur,Red Line,Residential,5,2,0,Rainy,0,25,0,0.016,Low
Kolkata,2024-07-10 05:00:00,Salt Lake Sector V,Green Line,Commercial,5,2,0,Rainy,0,32,12,0.03,Low
Mumbai,2024-07-10 05:00:00,Versova,Line 1,Mixed/Retail,5,2,0,Rainy,0,10,10,0.012,Low
Bengaluru,2024-07-10 06:00:00,Majestic,Purple Line,Transit Hub,6,2,0,Rainy,0,123,101,0.081,Low
Chennai,2024-07-10 06:00:00,Chennai Central,Blue Line,Commercial,6,2,0,Rainy,0,60,73,0.087,Low
Delhi,2024-07-10 06:00:00,Adarsh Nagar,Yellow Line,Residential,6,2,0,Rainy,0,76,59,0.078,Low
Hyderabad,2024-07-10 06:00:00,Miyapur,Red Line,Residential,6,2,0,Rainy,0,36,59,0.075,Low
Kolkata,2024-07-10 06:00:00,Salt Lake Sector V,Green Line,Commercial,6,2,0,Rainy,0,87,98,0.103,Low
Mumbai,2024-07-10 06:00:00,Versova,Line 1,Mixed/Retail,6,2,0,Rainy,0,58,91,0.112,Low
Bengaluru,2024-07-10 07:00:00,Majestic,Purple Line,Transit Hub,7,2,0,Rainy,0,113,100,0.083,Low
Chennai,2024-07-10 07:00:00,Chennai Central,Blue Line,Commercial,7,2,0,Rainy,0,71,58,0.09,Low
Delhi,2024-07-10 07:00:00,Adarsh Nagar,Yellow Line,Residential,7,2,0,Rainy,0,39,39,0.06,Low
Hyderabad,2024-07-10 07:00:00,Miyapur,Red Line,Residential,7,2,0,Rainy,0,58,24,0.069,Low
Kolkata,2024-07-10 07:00:00,Salt Lake Sector V,Green Line,Commercial,7,2,0,Rainy,0,74,63,0.097,Low
Mumbai,2024-07-10 07:00:00,Versova,Line 1,Mixed/Retail,7,2,0,Rainy,0,56,53,0.089,Low
Bengaluru,2024-07-10 08:00:00,Majestic,Purple Line,Transit Hub,8,2,0,Overcast,0,851,881,0.945,Critically Overcrowded
Chennai,2024-07-10 08:00:00,Chennai Central,Blue Line,Commercial,8,2,0,Overcast,0,272,1124,0.704,Crowded
Delhi,2024-07-10 08:00:00,Adarsh Nagar,Yellow Line,Residential,8,2,0,Overcast,0,1059,273,0.613,Crowded
Hyderabad,2024-07-10 08:00:00,Miyapur,Red Line,Residential,8,2,0,Overcast,0,481,174,0.751,Crowded
Kolkata,2024-07-10 08:00:00,Salt Lake Sector V,Green Line,Commercial,8,2,0,Overcast,0,218,716,0.698,Crowded
Mumbai,2024-07-10 08:00:00,Versova,Line 1,Mixed/Retail,8,2,0,Overcast,0,598,465,1.0,Critically Overcrowded
Bengaluru,2024-07-10 09:00:00,Majestic,Purple Line,Transit Hub,9,2,0,Stormy,0,490,495,0.544,Normal
Chennai,2024-07-10 09:00:00,Chennai Central,Blue Line,Commercial,9,2,0,Stormy,0,178,873,0.478,Normal
Delhi,2024-07-10 09:00:00,Adarsh Nagar,Yellow Line,Residential,9,2,0,Stormy,0,435,152,0.45,Normal
Hyderabad,2024-07-10 09:00:00,Miyapur,Red Line,Residential,9,2,0,Stormy,0,408,97,0.41,Normal
Kolkata,2024-07-10 09:00:00,Salt Lake Sector V,Green Line,Commercial,9,2,0,Stormy,0,211,683,0.473,Normal
Mumbai,2024-07-10 09:00:00,Versova,Line 1,Mixed/Retail,9,2,0,Stormy,0,414,420,0.625,Crowded
Bengaluru,2024-07-10 10:00:00,Majestic,Purple Line,Transit Hub,10,2,0,Sunny,0,1045,966,0.871,Critically Overcrowded
Chennai,2024-07-10 10:00:00,Chennai Central,Blue Line,Commercial,10,2,0,Sunny,0,390,1041,0.778,Crowded
Delhi,2024-07-10 10:00:00,Adarsh Nagar,Yellow Line,Residential,10,2,0,Sunny,0,1185,469,0.733,Crowded
Hyderabad,2024-07-10 10:00:00,Miyapur,Red Line,Residential,10,2,0,Sunny,0,764,187,0.701,Crowded
Kolkata,2024-07-10 10:00:00,Salt Lake Sector V,Green Line,Commercial,10,2,0,Sunny,0,170,842,0.82,Crowded
Mumbai,2024-07-10 10:00:00,Versova,Line 1,Mixed/Retail,10,2,0,Sunny,0,694,815,0.951,Critically Overcrowded
Bengaluru,2024-07-10 11:00:00,Majestic,Purple Line,Transit Hub,11,2,0,Rainy,0,491,488,0.49,Normal
Chennai,2024-07-10 11:00:00,Chennai Central,Blue Line,Commercial,11,2,0,Rainy,0,377,360,0.383,Normal
Delhi,2024-07-10 11:00:00,Adarsh Nagar,Yellow Line,Residential,11,2,0,Rainy,0,525,415,0.424,Normal
Hyderabad,2024-07-10 11:00:00,Miyapur,Red Line,Residential,11,2,0,Rainy,0,270,213,0.397,Normal
Kolkata,2024-07-10 11:00:00,Salt Lake Sector V,Green Line,Commercial,11,2,0,Rainy,0,385,344,0.503,Normal
Mumbai,2024-07-10 11:00:00,Versova,Line 1,Mixed/Retail,11,2,0,Rainy,0,181,181,0.381,Normal
Bengaluru,2024-07-10 12:00:00,Majestic,Purple Line,Transit Hub,12,2,0,Overcast,0,745,604,0.504,Normal
Chennai,2024-07-10 12:00:00,Chennai Central,Blue Line,Commercial,12,2,0,Overcast,0,430,337,0.459,Normal
Delhi,2024-07-10 12:00:00,Adarsh Nagar,Yellow Line,Residential,12,2,0,Overcast,0,396,559,0.525,Normal
Hyderabad,2024-07-10 12:00:00,Miyapur,Red Line,Residential,12,2,0,Overcast,0,418,410,0.606,Crowded
Kolkata,2024-07-10 12:00:00,Salt Lake Sector V,Green Line,Commercial,12,2,0,Overcast,0,322,324,0.521,Normal
Mumbai,2024-07-10 12:00:00,Versova,Line 1,Mixed/Retail,12,2,0,Overcast,0,220,291,0.515,Normal
Bengaluru,2024-07-10 13:00:00,Majestic,Purple Line,Transit Hub,13,2,0,Stormy,0,256,307,0.328,Normal
Chennai,2024-07-10 13:00:00,Chennai Central,Blue Line,Commercial,13,2,0,Stormy,0,282,287,0.308,Normal
Delhi,2024-07-10 13:00:00,Adarsh Nagar,Yellow Line,Residential,13,2,0,Stormy,0,324,315,0.298,Low
Hyderabad,2024-07-10 13:00:00,Miyapur,Red Line,Residential,13,2,0,Stormy,0,232,283,0.336,Normal
Kolkata,2024-07-10 13:00:00,Salt Lake Sector V,Green Line,Commercial,13,2,0,Stormy,0,251,327,0.32,Normal
Mumbai,2024-07-10 13:00:00,Versova,Line 1,Mixed/Retail,13,2,0,Stormy,0,188,188,0.351,Normal
Bengaluru,2024-07-10 14:00:00,Majestic,Purple Line,Transit Hub,14,2,0,Sunny,0,540,628,0.548,Normal
Chennai,2024-07-10 14:00:00,Chennai Central,Blue Line,Commercial,14,2,0,Sunny,0,560,454,0.48,Normal
Delhi,2024-07-10 14:00:00,Adarsh Nagar,Yellow Line,Residential,14,2,0,Sunny,0,500,484,0.523,Normal
Hyderabad,2024-07-10 14:00:00,Miyapur,Red Line,Residential,14,2,0,Sunny,0,216,248,0.514,Normal
Kolkata,2024-07-10 14:00:00,Salt Lake Sector V,Green Line,Commercial,14,2,0,Sunny,0,457,364,0.525,Normal
Mumbai,2024-07-10 14:00:00,Versova,Line 1,Mixed/Retail,14,2,0,Sunny,0,358,349,0.601,Crowded
Bengaluru,2024-07-10 15:00:00,Majestic,Purple Line,Transit Hub,15,2,0,Rainy,0,402,518,0.415,Normal
Chennai,2024-07-10 15:00:00,Chennai Central,Blue Line,Commercial,15,2,0,Rainy,0,367,313,0.424,Normal
Delhi,2024-07-10 15:00:00,Adarsh Nagar,Yellow Line,Residential,15,2,0,Rainy,0,433,388,0.465,Normal
Hyderabad,2024-07-10 15:00:00,Miyapur,Red Line,Residential,15,2,0,Rainy,0,239,337,0.429,Normal
Kolkata,2024-07-10 15:00:00,Salt Lake Sector V,Green Line,Commercial,15,2,0,Rainy,0,303,354,0.445,Normal
Mumbai,2024-07-10 15:00:00,Versova,Line 1,Mixed/Retail,15,2,0,Rainy,0,370,294,0.446,Normal
Bengaluru,2024-07-10 16:00:00,Majestic,Purple Line,Transit Hub,16,2,0,Rainy,0,356,413,0.475,Normal
Chennai,2024-07-10 16:00:00,Chennai Central,Blue Line,Commercial,16,2,0,Rainy,0,293,318,0.453,Normal
Delhi,2024-07-10 16:00:00,Adarsh Nagar,Yellow Line,Residential,16,2,0,Rainy,0,275,246,0.434,Normal
Hyderabad,2024-07-10 16:00:00,Miyapur,Red Line,Residential,16,2,0,Rainy,0,345,372,0.503,Normal
Kolkata,2024-07-10 16:00:00,Salt Lake Sector V,Green Line,Commercial,16,2,0,Rainy,0,224,357,0.441,Normal
Mumbai,2024-07-10 16:00:00,Versova,Line 1,Mixed/Retail,16,2,0,Rainy,0,291,289,0.487,Normal
Bengaluru,2024-07-10 17:00:00,Majestic,Purple Line,Transit Hub,17,2,0,Rainy,0,687,748,0.881,Critically Overcrowded
Chennai,2024-07-10 17:00:00,Chennai Central,Blue Line,Commercial,17,2,0,Rainy,0,711,128,0.543,Normal
Delhi,2024-07-10 17:00:00,Adarsh Nagar,Yellow Line,Residential,17,2,0,Rainy,0,286,1088,0.629,Crowded
Hyderabad,2024-07-10 17:00:00,Miyapur,Red Line,Residential,17,2,0,Rainy,0,183,848,0.699,Crowded
Kolkata,2024-07-10 17:00:00,Salt Lake Sector V,Green Line,Commercial,17,2,0,Rainy,0,596,244,0.676,Crowded
Mumbai,2024-07-10 17:00:00,Versova,Line 1,Mixed/Retail,17,2,0,Rainy,0,612,632,0.926,Critically Overcrowded
Bengaluru,2024-07-10 18:00:00,Majestic,Purple Line,Transit Hub,18,2,0,Rainy,0,740,788,0.812,Crowded
Chennai,2024-07-10 18:00:00,Chennai Central,Blue Line,Commercial,18,2,0,Rainy,0,1175,197,0.687,Crowded
Delhi,2024-07-10 18:00:00,Adarsh Nagar,Yellow Line,Residential,18,2,0,Rainy,0,349,1178,0.661,Crowded
Hyderabad,2024-07-10 18:00:00,Miyapur,Red Line,Residential,18,2,0,Rainy,0,112,551,0.588,Normal
Kolkata,2024-07-10 18:00:00,Salt Lake Sector V,Green Line,Commercial,18,2,0,Rainy,0,706,250,0.567,Normal
